store_code_uc,year,parent_code,retailer_code,channel_code,store_zip3,fips_state_code,fips_state_descr,fips_county_code,fips_county_descr,dma_code,dma_descr
7767712,2012,4901,4901,D,926.0,6.0,CA,59.0,ORANGE,803.0,LOS ANGELES CA
7767881,2012,5851,5851,M,423.0,21.0,KY,59.0,DAVIESS,649.0,EVANSVILLE IN
7768709,2012,5851,5851,M,891.0,32.0,NV,3.0,CLARK,839.0,LAS VEGAS NV
7768790,2012,4901,4901,D,454.0,39.0,OH,113.0,MONTGOMERY,542.0,DAYTON OH
7768998,2012,79,79,F,272.0,37.0,NC,157.0,ROCKINGHAM,518.0,GREENSBORO-HIGH POINT-WINSTON SALEM NC
7769596,2012,4901,4901,D,164.0,42.0,PA,49.0,ERIE,516.0,ERIE PA
7769782,2012,126,126,F,672.0,20.0,KS,173.0,SEDGWICK,678.0,WICHITA-HUTCHINSON PLUS KS
7769872,2012,257,257,F,296.0,45.0,SC,7.0,ANDERSON,567.0,GREENVILLE-SPARTANBURG SC-ASHEVILLE NC
7770085,2012,90,90,F,208.0,24.0,MD,31.0,MONTGOMERY,511.0,WASHINGTON DC (HAGERSTOWN MD)
7770130,2012,4901,4901,D,930.0,6.0,CA,111.0,VENTURA,803.0,LOS ANGELES CA
7770344,2012,128,128,F,851.0,4.0,AZ,21.0,PINAL,753.0,PHOENIX AZ
7770493,2012,130,130,F,381.0,47.0,TN,157.0,SHELBY,640.0,MEMPHIS TN
7770524,2012,89,89,F,441.0,39.0,OH,35.0,CUYAHOGA,510.0,CLEVELAND OH
7770610,2012,79,79,F,287.0,37.0,NC,87.0,HAYWOOD,567.0,GREENVILLE-SPARTANBURG SC-ASHEVILLE NC
7770755,2012,5851,5851,M,701.0,22.0,LA,51.0,JEFFERSON,622.0,NEW ORLEANS LA
7771127,2012,5851,5851,M,606.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
7771203,2012,36,36,F,768.0,48.0,TX,49.0,BROWN,662.0,ABILENE-SWEETWATER TX
7771339,2012,4901,4901,D,900.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7771711,2012,90,90,F,225.0,51.0,VA,179.0,STAFFORD,511.0,WASHINGTON DC (HAGERSTOWN MD)
7772014,2012,4901,4901,D,437.0,39.0,OH,59.0,GUERNSEY,535.0,COLUMBUS OH
7772222,2012,79,79,F,224.0,51.0,VA,193.0,WESTMORELAND,511.0,WASHINGTON DC (HAGERSTOWN MD)
7772295,2012,4904,4904,D,454.0,39.0,OH,113.0,MONTGOMERY,542.0,DAYTON OH
7772739,2012,5851,5851,M,464.0,18.0,IN,89.0,LAKE,602.0,CHICAGO IL
7772788,2012,8199,8199,C,243.0,51.0,VA,197.0,WYTHE,573.0,ROANOKE-LYNCHBURG VA
7772933,2012,4901,4901,D,150.0,42.0,PA,125.0,WASHINGTON,508.0,PITTSBURGH PA
7773028,2012,79,79,F,236.0,51.0,VA,650.0,HAMPTON CITY,544.0,NORFOLK-PORTSMOUTH-NEWPORT NEWS VA
7773055,2012,873,873,F,945.0,6.0,CA,1.0,ALAMEDA,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
7773105,2012,844,29,F,296.0,45.0,SC,45.0,GREENVILLE,567.0,GREENVILLE-SPARTANBURG SC-ASHEVILLE NC
7773508,2012,844,29,F,296.0,45.0,SC,77.0,PICKENS,567.0,GREENVILLE-SPARTANBURG SC-ASHEVILLE NC
7773845,2012,4901,4901,D,951.0,6.0,CA,85.0,SANTA CLARA,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
7773911,2012,844,29,F,306.0,13.0,GA,105.0,ELBERT,567.0,GREENVILLE-SPARTANBURG SC-ASHEVILLE NC
7773997,2012,8199,8199,C,464.0,18.0,IN,89.0,LAKE,602.0,CHICAGO IL
7774029,2012,4901,4901,D,242.0,51.0,VA,105.0,LEE,531.0,TRI-CITIES TN-VA
7774351,2012,5851,5851,M,291.0,45.0,SC,75.0,ORANGEBURG,546.0,COLUMBIA SC
7774427,2012,130,130,F,768.0,48.0,TX,49.0,BROWN,662.0,ABILENE-SWEETWATER TX
7774541,2012,4904,4904,D,436.0,39.0,OH,95.0,LUCAS,547.0,TOLEDO OH
7775206,2012,8199,8199,C,490.0,26.0,MI,21.0,BERRIEN,588.0,SOUTH BEND-ELKHART IN
7775446,2012,117,117,F,571.0,46.0,SD,99.0,MINNEHAHA,725.0,SIOUX FALLS (MITCHELL) SD
7775967,2012,130,130,F,302.0,13.0,GA,151.0,HENRY,524.0,ATLANTA GA
7776126,2012,9651,9651,L,330.0,12.0,FL,11.0,BROWARD,528.0,MIAMI-FT LAUDERDALE FL
7776416,2012,6907,6907,M,543.0,55.0,WI,9.0,BROWN,658.0,GREEN BAY-APPLETON WI
7776773,2012,182,182,F,972.0,41.0,OR,67.0,WASHINGTON,820.0,PORTLAND OR
7776796,2012,4901,4901,D,152.0,42.0,PA,3.0,ALLEGHENY,508.0,PITTSBURGH PA
7776818,2012,5917,5917,C,500.0,19.0,IA,1.0,ADAIR,679.0,DES MOINES-AMES IA
7776915,2012,4904,4904,D,371.0,47.0,TN,149.0,RUTHERFORD,659.0,NASHVILLE TN
7777493,2012,4904,4904,D,600.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
7777502,2012,295,81,F,681.0,31.0,NE,55.0,DOUGLAS,652.0,OMAHA NE
7778340,2012,4904,4904,D,837.0,16.0,ID,1.0,ADA,757.0,BOISE ID
7778359,2012,5851,5851,M,551.0,27.0,MN,123.0,RAMSEY,613.0,MINNEAPOLIS-ST PAUL MN
7778784,2012,5851,5851,M,282.0,37.0,NC,119.0,MECKLENBURG,517.0,CHARLOTTE NC
7778802,2012,5851,5851,M,614.0,17.0,IL,187.0,WARREN,682.0,DAVENPORT-ROCK ISLAND-MOLINE IA-IL
7779105,2012,4904,4904,D,658.0,29.0,MO,77.0,GREENE,619.0,SPRINGFIELD MO
7779503,2012,32,32,F,945.0,6.0,CA,55.0,NAPA,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
7780355,2012,4901,4901,D,125.0,36.0,NY,27.0,DUTCHESS,501.0,NEW YORK NY
7780395,2012,130,130,F,436.0,39.0,OH,95.0,LUCAS,547.0,TOLEDO OH
7780396,2012,5851,5851,M,752.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
7780445,2012,5917,5917,C,516.0,19.0,IA,145.0,PAGE,652.0,OMAHA NE
7780563,2012,4901,4901,D,283.0,37.0,NC,153.0,RICHMOND,517.0,CHARLOTTE NC
7781129,2012,9699,9699,F,760.0,48.0,TX,439.0,TARRANT,623.0,DALLAS-FT WORTH TX
7781251,2012,5917,5917,C,505.0,19.0,IA,197.0,WRIGHT,679.0,DES MOINES-AMES IA
7781654,2012,5917,5917,C,508.0,19.0,IA,175.0,UNION,679.0,DES MOINES-AMES IA
7781967,2012,4904,4904,D,142.0,36.0,NY,29.0,ERIE,514.0,BUFFALO NY
7782057,2012,5917,5917,C,500.0,19.0,IA,77.0,GUTHRIE,679.0,DES MOINES-AMES IA
7782411,2012,5851,5851,M,112.0,36.0,NY,47.0,KINGS,501.0,NEW YORK NY
7782976,2012,112,112,F,304.0,13.0,GA,251.0,SCREVEN,507.0,SAVANNAH GA
7783176,2012,4904,4904,D,370.0,47.0,TN,37.0,DAVIDSON,659.0,NASHVILLE TN
7783216,2012,130,130,F,436.0,39.0,OH,95.0,LUCAS,547.0,TOLEDO OH
7783266,2012,5917,5917,C,505.0,19.0,IA,147.0,PALO ALTO,624.0,SIOUX CITY IA
7783982,2012,4904,4904,D,370.0,47.0,TN,149.0,RUTHERFORD,659.0,NASHVILLE TN
7784046,2012,128,128,F,851.0,4.0,AZ,21.0,PINAL,753.0,PHOENIX AZ
7784385,2012,4904,4904,D,380.0,47.0,TN,157.0,SHELBY,640.0,MEMPHIS TN
7784684,2012,194,194,F,549.0,55.0,WI,135.0,WAUPACA,658.0,GREEN BAY-APPLETON WI
7784734,2012,4904,4904,D,145.0,36.0,NY,117.0,WAYNE,538.0,ROCHESTER NY
7784788,2012,4904,4904,D,381.0,47.0,TN,157.0,SHELBY,640.0,MEMPHIS TN
7784878,2012,5917,5917,C,504.0,19.0,IA,189.0,WINNEBAGO,611.0,ROCHESTER-MASON CITY-AUSTIN MN-IA
7785281,2012,5917,5917,C,515.0,19.0,IA,129.0,MILLS,652.0,OMAHA NE
7785635,2012,4904,4904,D,344.0,12.0,FL,83.0,MARION,534.0,ORLANDO-DAYTONA BEACH-MELBOURNE FL
7785684,2012,5917,5917,C,508.0,19.0,IA,1.0,ADAIR,679.0,DES MOINES-AMES IA
7785997,2012,4904,4904,D,775.0,48.0,TX,201.0,HARRIS,618.0,HOUSTON TX
7786038,2012,4904,4904,D,923.0,6.0,CA,71.0,SAN BRNRDINO,803.0,LOS ANGELES CA
7786056,2012,5851,5851,M,722.0,5.0,AR,119.0,PULASKI,693.0,LITTLE ROCK-PINE BLUFF AR
7786087,2012,5917,5917,C,501.0,19.0,IA,153.0,POLK,679.0,DES MOINES-AMES IA
7786160,2012,8199,8199,C,622.0,17.0,IL,163.0,SAINT CLAIR,609.0,ST LOUIS MO
7786400,2012,4904,4904,D,785.0,48.0,TX,215.0,HIDALGO,636.0,HARLINGEN-WESLACO-BROWNSVILLE-MCALLEN TX
7786413,2012,4901,4901,D,904.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7786844,2012,4904,4904,D,336.0,12.0,FL,57.0,HILLSBOROUGH,539.0,TAMPA-ST PETERSBURG (SARASOTA) FL
7787144,2012,32,32,F,199.0,10.0,DE,5.0,SUSSEX,576.0,SALISBURY MD
7787206,2012,4904,4904,D,786.0,48.0,TX,491.0,WILLIAMSON,635.0,AUSTIN TX
7787296,2012,5917,5917,C,515.0,19.0,IA,155.0,POTTAWATTAMI,652.0,OMAHA NE
7787364,2012,6901,6901,M,787.0,48.0,TX,453.0,TRAVIS,635.0,AUSTIN TX
7787565,2012,4901,4901,D,83.0,34.0,NJ,15.0,GLOUCESTER,504.0,PHILADELPHIA PA
7788053,2012,4904,4904,D,342.0,12.0,FL,115.0,SARASOTA,539.0,TAMPA-ST PETERSBURG (SARASOTA) FL
7788102,2012,5917,5917,C,502.0,19.0,IA,181.0,WARREN,679.0,DES MOINES-AMES IA
7788129,2012,5851,5851,M,768.0,48.0,TX,267.0,KIMBLE,661.0,SAN ANGELO TX
7788415,2012,4904,4904,D,982.0,53.0,WA,61.0,SNOHOMISH,819.0,SEATTLE-TACOMA WA
7788723,2012,4904,4904,D,980.0,53.0,WA,61.0,SNOHOMISH,819.0,SEATTLE-TACOMA WA
7788818,2012,4904,4904,D,530.0,55.0,WI,133.0,WAUKESHA,617.0,MILWAUKEE WI
7788859,2012,4904,4904,D,925.0,6.0,CA,65.0,RIVERSIDE,803.0,LOS ANGELES CA
7789280,2012,5851,5851,M,542.0,55.0,WI,61.0,KEWAUNEE,658.0,GREEN BAY-APPLETON WI
7789311,2012,5917,5917,C,502.0,19.0,IA,169.0,STORY,679.0,DES MOINES-AMES IA
7789714,2012,5917,5917,C,502.0,19.0,IA,169.0,STORY,679.0,DES MOINES-AMES IA
7789932,2012,4904,4904,D,301.0,13.0,GA,67.0,COBB,524.0,ATLANTA GA
7790117,2012,5917,5917,C,502.0,19.0,IA,79.0,HAMILTON,679.0,DES MOINES-AMES IA
7790335,2012,4904,4904,D,312.0,13.0,GA,21.0,BIBB,503.0,MACON GA
7790520,2012,5917,5917,C,502.0,19.0,IA,77.0,GUTHRIE,679.0,DES MOINES-AMES IA
7790738,2012,4904,4904,D,601.0,17.0,IL,89.0,KANE,602.0,CHICAGO IL
7791141,2012,4904,4904,D,604.0,17.0,IL,197.0,WILL,602.0,CHICAGO IL
7791249,2012,4901,4901,D,900.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7791277,2012,4904,4904,D,802.0,8.0,CO,1.0,ADAMS,751.0,DENVER CO
7791544,2012,4904,4904,D,606.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
7791729,2012,5917,5917,C,505.0,19.0,IA,79.0,HAMILTON,679.0,DES MOINES-AMES IA
7791947,2012,4904,4904,D,612.0,17.0,IL,161.0,ROCK ISLAND,682.0,DAVENPORT-ROCK ISLAND-MOLINE IA-IL
7791969,2012,210,210,F,833.0,16.0,ID,31.0,CASSIA,760.0,TWIN FALLS ID
7792083,2012,4904,4904,D,240.0,51.0,VA,161.0,ROANOKE,573.0,ROANOKE-LYNCHBURG VA
7792132,2012,5917,5917,C,502.0,19.0,IA,121.0,MADISON,679.0,DES MOINES-AMES IA
7792322,2012,6,6,F,600.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
7792350,2012,4904,4904,D,460.0,18.0,IN,57.0,HAMILTON,527.0,INDIANAPOLIS IN
7792603,2012,9,9,F,972.0,41.0,OR,67.0,WASHINGTON,820.0,PORTLAND OR
7792753,2012,4904,4904,D,464.0,18.0,IN,89.0,LAKE,602.0,CHICAGO IL
7792775,2012,210,210,F,840.0,49.0,UT,11.0,DAVIS,770.0,SALT LAKE CITY UT
7793156,2012,4904,4904,D,21.0,25.0,MA,21.0,NORFOLK,506.0,BOSTON (MANCHESTER) MA-NH
7793559,2012,4904,4904,D,630.0,29.0,MO,71.0,FRANKLIN,609.0,ST LOUIS MO
7793962,2012,4904,4904,D,685.0,31.0,NE,109.0,LANCASTER,722.0,LINCOLN & HASTINGS-KEARNY NE
7794342,2012,4901,4901,D,352.0,1.0,AL,73.0,JEFFERSON,630.0,BIRMINGHAM (ANNISTON TUSCALOOSA) AL
7794501,2012,4904,4904,D,432.0,39.0,OH,49.0,FRANKLIN,535.0,COLUMBUS OH
7794668,2012,6904,6904,M,191.0,42.0,PA,101.0,PHILADELPHIA,504.0,PHILADELPHIA PA
7794745,2012,4901,4901,D,88.0,34.0,NJ,35.0,SOMERSET,501.0,NEW YORK NY
7794768,2012,4904,4904,D,80.0,34.0,NJ,15.0,GLOUCESTER,504.0,PHILADELPHIA PA
7794876,2012,4901,4901,D,900.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7794954,2012,4904,4904,D,600.0,17.0,IL,111.0,MCHENRY,602.0,CHICAGO IL
7795171,2012,4904,4904,D,440.0,39.0,OH,93.0,LORAIN,510.0,CLEVELAND OH
7795474,2012,130,130,F,750.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
7795551,2012,4901,4901,D,226.0,51.0,VA,171.0,SHENANDOAH,511.0,WASHINGTON DC (HAGERSTOWN MD)
7795710,2012,4904,4904,D,282.0,37.0,NC,119.0,MECKLENBURG,517.0,CHARLOTTE NC
7796919,2012,4904,4904,D,910.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7797186,2012,4904,4904,D,455.0,39.0,OH,23.0,CLARK,542.0,DAYTON OH
7797353,2012,5851,5851,M,441.0,39.0,OH,35.0,CUYAHOGA,510.0,CLEVELAND OH
7797495,2012,5851,5851,M,457.0,39.0,OH,9.0,ATHENS,535.0,COLUMBUS OH
7797589,2012,4904,4904,D,373.0,47.0,TN,107.0,MCMINN,575.0,CHATTANOOGA TN
7797697,2012,4901,4901,D,908.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7798232,2012,4904,4926,D,114.0,36.0,NY,81.0,QUEENS,501.0,NEW YORK NY
7798531,2012,5851,5851,M,112.0,36.0,NY,47.0,KINGS,501.0,NEW YORK NY
7798562,2012,5851,5851,M,334.0,12.0,FL,99.0,PALM BEACH,548.0,WEST PALM BEACH-FT PIERCE FL
7798721,2012,4904,4904,D,117.0,36.0,NY,59.0,NASSAU,501.0,NEW YORK NY
7798798,2012,4904,4904,D,376.0,47.0,TN,179.0,WASHINGTON,531.0,TRI-CITIES TN-VA
7799201,2012,4904,4904,D,761.0,48.0,TX,439.0,TARRANT,623.0,DALLAS-FT WORTH TX
7799206,2012,5851,5851,M,130.0,36.0,NY,67.0,ONONDAGA,555.0,SYRACUSE NY
7799309,2012,4901,4901,D,914.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7800007,2012,4904,4904,D,782.0,48.0,TX,29.0,BEXAR,641.0,SAN ANTONIO TX
7800230,2012,111,111,F,281.0,37.0,NC,179.0,UNION,517.0,CHARLOTTE NC
7800410,2012,4904,4904,D,532.0,55.0,WI,79.0,MILWAUKEE,617.0,MILWAUKEE WI
7800518,2012,4901,4901,D,922.0,6.0,CA,65.0,RIVERSIDE,803.0,LOS ANGELES CA
7800632,2012,5851,5851,M,530.0,55.0,WI,117.0,SHEBOYGAN,617.0,MILWAUKEE WI
7800713,2012,111,111,F,236.0,51.0,VA,650.0,HAMPTON CITY,544.0,NORFOLK-PORTSMOUTH-NEWPORT NEWS VA
7800921,2012,4901,4901,D,908.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7800949,2012,4904,4904,D,189.0,42.0,PA,17.0,BUCKS,504.0,PHILADELPHIA PA
7801324,2012,4901,4901,D,926.0,6.0,CA,59.0,ORANGE,803.0,LOS ANGELES CA
7801624,2012,5851,5851,M,773.0,48.0,TX,339.0,MONTGOMERY,618.0,HOUSTON TX
7801727,2012,4901,4901,D,940.0,6.0,CA,81.0,SAN MATEO,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
7801755,2012,5851,5851,M,672.0,20.0,KS,173.0,SEDGWICK,678.0,WICHITA-HUTCHINSON PLUS KS
7802044,2012,130,130,F,722.0,5.0,AR,119.0,PULASKI,693.0,LITTLE ROCK-PINE BLUFF AR
7802302,2012,117,117,F,516.0,19.0,IA,145.0,PAGE,652.0,OMAHA NE
7802425,2012,4904,4904,D,815.0,8.0,CO,77.0,MESA,773.0,GRAND JUNCTION-MONTROSE CO
7802533,2012,4901,4901,D,902.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7802828,2012,4904,4904,D,320.0,12.0,FL,19.0,CLAY,561.0,JACKSONVILLE FL
7803236,2012,5851,5851,M,155.0,42.0,PA,111.0,SOMERSET,574.0,JOHNSTOWN-ALTOONA PA
7804173,2012,4904,4904,D,924.0,6.0,CA,71.0,SAN BRNRDINO,803.0,LOS ANGELES CA
7804231,2012,248,248,F,322.0,12.0,FL,31.0,DUVAL,561.0,JACKSONVILLE FL
7804242,2012,5851,5851,M,773.0,48.0,TX,373.0,POLK,618.0,HOUSTON TX
7804548,2012,4901,4901,D,913.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7804820,2012,4904,4904,D,850.0,4.0,AZ,13.0,MARICOPA,753.0,PHOENIX AZ
7804951,2012,4901,4901,D,903.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7805268,2012,130,130,F,481.0,26.0,MI,161.0,WASHTENAW,505.0,DETROIT MI
7805309,2012,8199,8199,C,273.0,37.0,NC,1.0,ALAMANCE,518.0,GREENSBORO-HIGH POINT-WINSTON SALEM NC
7805382,2012,4904,4904,D,282.0,37.0,NC,119.0,MECKLENBURG,517.0,CHARLOTTE NC
7805757,2012,4901,4901,D,902.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7806024,2012,6,6,F,600.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
7806057,2012,5851,5851,M,410.0,21.0,KY,15.0,BOONE,515.0,CINCINNATI OH
7806227,2012,5851,5851,M,661.0,20.0,KS,209.0,WYANDOTTE,616.0,KANSAS CITY MO-KS
7806455,2012,61,61,F,600.0,17.0,IL,31.0,COOK,602.0,CHICAGO IL
7806591,2012,4904,4904,D,275.0,37.0,NC,101.0,JOHNSTON,560.0,RALEIGH-DURHAM (FAYETTEVILLE) NC
7807158,2012,5851,5851,M,437.0,39.0,OH,127.0,PERRY,535.0,COLUMBUS OH
7807266,2012,5851,5851,M,159.0,42.0,PA,21.0,CAMBRIA,574.0,JOHNSTOWN-ALTOONA PA
7807478,2012,32,32,F,211.0,24.0,MD,13.0,CARROLL,512.0,BALTIMORE MD
7807514,2012,4901,4901,D,66.0,9.0,CT,1.0,FAIRFIELD,501.0,NEW YORK NY
7807772,2012,4901,4901,D,925.0,6.0,CA,65.0,RIVERSIDE,803.0,LOS ANGELES CA
7807849,2012,4904,4904,D,472.0,18.0,IN,31.0,DECATUR,527.0,INDIANAPOLIS IN
7807868,2012,4904,4904,D,28.0,44.0,RI,3.0,KENT,521.0,PROVIDENCE-NEW BEDFORD RI-MA
7808578,2012,4901,4901,D,917.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7808606,2012,4904,4904,D,294.0,45.0,SC,15.0,BERKELEY,519.0,CHARLESTON SC
7809009,2012,4904,4904,D,400.0,21.0,KY,29.0,BULLITT,529.0,LOUISVILLE KY
7809126,2012,6904,6904,M,57.0,50.0,VT,21.0,RUTLAND,523.0,BURLINGTON-PLATTSBURGH VT-NY
7809412,2012,4904,4904,D,761.0,48.0,TX,439.0,TARRANT,623.0,DALLAS-FT WORTH TX
7809684,2012,5851,5851,M,277.0,37.0,NC,63.0,DURHAM,560.0,RALEIGH-DURHAM (FAYETTEVILLE) NC
7809842,2012,4901,4901,D,296.0,45.0,SC,7.0,ANDERSON,567.0,GREENVILLE-SPARTANBURG SC-ASHEVILLE NC
7810104,2012,130,130,F,480.0,26.0,MI,99.0,MACOMB,505.0,DETROIT MI
7810190,2012,4901,4901,D,917.0,6.0,CA,71.0,SAN BRNRDINO,803.0,LOS ANGELES CA
7810218,2012,4904,4904,D,450.0,39.0,OH,17.0,BUTLER,515.0,CINCINNATI OH
7810543,2012,89,89,F,152.0,42.0,PA,3.0,ALLEGHENY,508.0,PITTSBURGH PA
7810621,2012,4904,4904,D,984.0,53.0,WA,53.0,PIERCE,819.0,SEATTLE-TACOMA WA
7810702,2012,8102,8102,C,752.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
7810930,2012,5851,5851,M,481.0,26.0,MI,163.0,WAYNE,505.0,DETROIT MI
7810937,2012,32,32,F,945.0,6.0,CA,1.0,ALAMEDA,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
7810987,2012,89,89,F,160.0,42.0,PA,19.0,BUTLER,508.0,PITTSBURGH PA
7811322,2012,6918,6918,M,675.0,20.0,KS,145.0,PAWNEE,678.0,WICHITA-HUTCHINSON PLUS KS
7811544,2012,5851,5851,M,166.0,42.0,PA,13.0,BLAIR,574.0,JOHNSTOWN-ALTOONA PA
7811699,2012,5851,5851,M,600.0,17.0,IL,111.0,MCHENRY,602.0,CHICAGO IL
7811725,2012,6918,6918,M,671.0,20.0,KS,151.0,PRATT,678.0,WICHITA-HUTCHINSON PLUS KS
7811857,2012,4901,4901,D,296.0,45.0,SC,7.0,ANDERSON,567.0,GREENVILLE-SPARTANBURG SC-ASHEVILLE NC
7812206,2012,8199,8199,C,625.0,17.0,IL,115.0,MACON,648.0,CHAMPAIGN & SPRINGFIELD-DECATUR IL
7812233,2012,4904,4904,D,923.0,6.0,CA,71.0,SAN BRNRDINO,803.0,LOS ANGELES CA
7812599,2012,89,89,F,161.0,42.0,PA,85.0,MERCER,536.0,YOUNGSTOWN OH
7812717,2012,257,257,F,305.0,13.0,GA,85.0,DAWSON,524.0,ATLANTA GA
7813595,2012,5917,5917,C,740.0,40.0,OK,119.0,PAYNE,650.0,OKLAHOMA CITY OK
7813817,2012,4901,4901,D,931.0,6.0,CA,83.0,SANTA BRBARA,855.0,SANTA BARBARA-SANTA MARIA CA
7815171,2012,844,29,F,295.0,45.0,SC,69.0,MARLBORO,570.0,FLORENCE-MYRTLE BEACH SC
7815411,2012,79,79,F,293.0,45.0,SC,59.0,LAURENS,567.0,GREENVILLE-SPARTANBURG SC-ASHEVILLE NC
7815416,2012,4904,4904,D,327.0,12.0,FL,69.0,LAKE,534.0,ORLANDO-DAYTONA BEACH-MELBOURNE FL
7815457,2012,4904,4904,D,630.0,29.0,MO,189.0,ST LOUIS,609.0,ST LOUIS MO
7815561,2012,212,817,F,70.0,34.0,NJ,35.0,SOMERSET,501.0,NEW YORK NY
7815977,2012,844,29,F,295.0,45.0,SC,25.0,CHESTERFIELD,517.0,CHARLOTTE NC
7816099,2012,4904,4904,D,600.0,17.0,IL,97.0,LAKE,602.0,CHICAGO IL
7816190,2012,8199,8199,C,440.0,39.0,OH,93.0,LORAIN,510.0,CLEVELAND OH
7816235,2012,4901,4901,D,910.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7816561,2012,6918,6918,M,671.0,20.0,KS,79.0,HARVEY,678.0,WICHITA-HUTCHINSON PLUS KS
7816975,2012,5851,5851,M,785.0,48.0,TX,215.0,HIDALGO,636.0,HARLINGEN-WESLACO-BROWNSVILLE-MCALLEN TX
7817041,2012,4901,4901,D,918.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7817272,2012,6904,6904,M,577.0,46.0,SD,81.0,LAWRENCE,764.0,RAPID CITY SD
7818250,2012,4901,4901,D,906.0,6.0,CA,59.0,ORANGE,803.0,LOS ANGELES CA
7819265,2012,199,199,F,936.0,6.0,CA,19.0,FRESNO,866.0,FRESNO-VISALIA CA
7819287,2012,79,79,F,284.0,37.0,NC,141.0,PENDER,550.0,WILMINGTON NC
7819785,2012,6918,6918,M,812.0,8.0,CO,43.0,FREMONT,752.0,COLORADO SPRINGS-PUEBLO CO
7819862,2012,4901,4901,D,917.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7820093,2012,79,79,F,254.0,54.0,WV,3.0,BERKELEY,511.0,WASHINGTON DC (HAGERSTOWN MD)
7820265,2012,4901,4901,D,958.0,6.0,CA,67.0,SACRAMENTO,862.0,SACRAMENTO-STOCKTON-MODESTO CA
7820591,2012,6918,6918,M,683.0,31.0,NE,67.0,GAGE,722.0,LINCOLN & HASTINGS-KEARNY NE
7820859,2012,4901,4901,D,100.0,36.0,NY,61.0,NEW YORK,501.0,NEW YORK NY
7821886,2012,4904,4904,D,990.0,53.0,WA,63.0,SPOKANE,881.0,SPOKANE WA
7821986,2012,8102,8102,C,750.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
7821991,2012,111,111,F,275.0,37.0,NC,183.0,WAKE,560.0,RALEIGH-DURHAM (FAYETTEVILLE) NC
7822018,2012,111,111,F,222.0,51.0,VA,13.0,ARLINGTON,511.0,WASHINGTON DC (HAGERSTOWN MD)
7822172,2012,236,878,F,913.0,6.0,CA,37.0,LOS ANGELES,803.0,LOS ANGELES CA
7822792,2012,6,6,F,601.0,17.0,IL,89.0,KANE,602.0,CHICAGO IL
7823173,2012,212,817,F,115.0,36.0,NY,59.0,NASSAU,501.0,NEW YORK NY
7823440,2012,5851,5851,M,328.0,12.0,FL,95.0,ORANGE,534.0,ORLANDO-DAYTONA BEACH-MELBOURNE FL
7823833,2012,873,873,F,945.0,6.0,CA,1.0,ALAMEDA,807.0,SAN FRANCISCO-OAKLAND-SAN JOSE CA
7823892,2012,4901,4901,D,921.0,6.0,CA,73.0,SAN DIEGO,825.0,SAN DIEGO CA
7824187,2012,130,130,F,431.0,39.0,OH,49.0,FRANKLIN,535.0,COLUMBUS OH
7824295,2012,4901,4901,D,926.0,6.0,CA,59.0,ORANGE,803.0,LOS ANGELES CA
7824698,2012,4901,4901,D,928.0,6.0,CA,59.0,ORANGE,803.0,LOS ANGELES CA
7825396,2012,130,130,F,752.0,48.0,TX,113.0,DALLAS,623.0,DALLAS-FT WORTH TX
7825486,2012,79,79,F,295.0,45.0,SC,51.0,HORRY,570.0,FLORENCE-MYRTLE BEACH SC
7825830,2012,6918,6918,M,690.0,31.0,NE,145.0,RED WILLOW,722.0,LINCOLN & HASTINGS-KEARNY NE
