,store_code_uc,channel_code,upc,year,month,sales,dma_code,volume
393,1497490,F,7590166500,2012,6,14.154464175215054,800.0,
394,7232229,F,7590166500,2012,6,212.3169626282258,807.0,
395,6795101,F,7590166500,2012,6,63.20879465569684,811.0,
396,5699145,F,7590166500,2012,6,70.77232087607527,828.0,
397,8299373,F,7590166500,2012,6,150.03354321547164,862.0,
398,6200418,F,7590166500,2012,6,56.60841409634039,866.0,
399,7386157,F,7590166501,2012,6,61.32971635625202,501.0,
400,628164,F,7590166501,2012,6,2065.248690157664,504.0,
401,2766432,F,7590166501,2012,6,57.26939641272802,511.0,
402,6505593,F,7590166501,2012,6,24.531886542500807,512.0,
403,7089034,F,7590166501,2012,6,12.473680570686515,544.0,
404,1341895,F,7590166501,2012,6,3.7675992034094774,566.0,
405,2396460,F,7590166501,2012,6,21.670777372994365,577.0,
406,2555867,F,7590166501,2012,6,353.06842560071124,602.0,
407,8295122,F,7590166501,2012,6,103.58537158246105,613.0,
408,5015652,F,7590166501,2012,6,147.19131925500483,617.0,
409,6055836,F,7590166501,2012,6,61.32971635625202,658.0,
410,2845982,F,7590166501,2012,6,12.265943271250404,705.0,
411,7554955,F,7590166501,2012,6,26.798111627258386,755.0,
412,2963653,F,7590166501,2012,6,8.262278954845344,757.0,
413,7227769,F,7590166501,2012,6,13.399055813629193,801.0,
414,1712782,F,7590166501,2012,6,52.840814892930915,803.0,
415,8097470,F,7590166501,2012,6,42.46339252564516,807.0,
416,5924535,F,7590166501,2012,6,14.154464175215054,811.0,
417,2846331,F,7590166501,2012,6,26.798111627258386,819.0,
418,7153241,F,7590166501,2012,6,14.154464175215054,828.0,
419,354871,F,7590166501,2012,6,123.61313576900618,862.0,
420,3001277,F,74215876883,2012,6,31.13226710185726,611.0,
421,355238,F,74215876883,2012,6,3027.9599913717198,613.0,
422,4931226,F,74215876883,2012,6,241.40018454928145,676.0,
423,6220518,F,74215876883,2012,6,41.50968946914301,737.0,
424,7644566,F,74215878775,2012,6,144.2924396674191,602.0,
